Id,Predicted
5895,0.3580987952701172
7122,0.8088665462017055
6173,0.3475577603288134
6142,0.16785452896374883
5358,0.48113676092697927
6095,0.5501486613297594
6878,0.372850939144859
6554,0.5634057606100524
6793,0.6532174698415839
7286,0.5925455471570529
6076,0.503347611363914
5134,0.46162813124806734
5419,0.8702564064062497
6255,0.4746605945415448
5656,0.37848350263489794
6934,0.677292099766396
6028,0.506941754634818
6490,0.30850317111729225
6415,0.3760424258216984
7087,0.3769753896662531
5420,0.5408826848377616
5977,0.3493077089003281
6824,0.3232290940815878
5207,0.5561290257758332
7115,0.7003862973094547
7250,0.33566657489216795
6010,0.4674702144403414
6088,0.6239056335791624
5682,0.6014536001153906
7201,0.6489801177108017
6938,0.3708364547181642
6875,0.1967501371070228
5953,0.4166233975951292
5942,0.4131100075389632
5382,0.6396069661069416
6377,0.33985244311409013
5931,0.6835757157833505
5992,0.6152405426038983
5790,0.5656467244192313
6753,0.3770328477386923
6562,0.35475351518323894
7046,0.702669353317333
5868,0.21338246034406277
5784,0.7098698897351303
5878,0.4916127048305364
5110,0.3018196830054835
5210,0.39818729612323966
7230,0.7578106543987188
5005,0.20954888940061325
6871,0.38209045510445167
5363,0.8227701982227396
7253,0.07946735297208224
6055,0.5554931670491042
5072,0.5788231085783435
6913,0.27309458862058145
6386,0.3702370262331849
5634,0.3933693353736195
5758,0.3900228077438241
6819,0.6417973655556606
7088,0.37061408585675987
5039,0.3889555612927661
5532,0.369629418966679
6037,0.3790434682491195
6322,0.3336766016516355
6887,0.3428744867171723
6660,0.3136085364837088
5451,0.5365589591026645
6014,0.6939490971704451
5556,0.6728576542033419
6346,0.5407901770583646
5850,0.32757503368145546
5940,0.4574603653302821
7119,0.6385406463916822
5253,0.6449428102912751
6851,0.6868713045259223
6695,0.12942746298041338
6908,0.6320042480527062
7255,0.20600945026409434
5674,0.2448855203424837
6278,0.32330917077967686
5486,0.5078619971824482
5174,0.47201941856273244
6621,0.434080174730769
6313,0.2456238829484425
6435,0.3500336601790226
6970,0.3609088390099559
6310,0.47962754362233695
5932,0.6692732481699446
6877,0.19264405242330623
6763,0.7801606249795365
7085,0.6187815843493853
7049,0.2178996997936289
6959,0.5788422854355536
5214,0.3579332854199447
6350,0.5150547783946102
5063,0.8374833554259644
5041,0.18233205347742787
5086,0.4023872256313679
6942,0.3260129455235871
5270,0.40900580895040817
6705,0.3481190748297845
7051,0.42851675892565827
6758,0.7698400876693456
6249,0.8159011705339705
5808,0.35752818810127807
5377,0.2800375630153015
5446,0.2889165237127928
5856,0.3869198360742945
4986,0.638344483948472
7001,0.4759623932997022
6677,0.6863896126267477
6665,0.23642853152909563
5817,0.8557563984667479
6984,0.3436077073508035
6541,0.30538370887836286
5117,0.39007133812914835
6097,0.6808976673851439
5389,0.349388178190263
7219,0.4797591735122037
6338,0.526115140992634
6922,0.6147733047297397
5367,0.6397363679238145
5638,0.6886200118832447
5830,0.5859016995747397
5338,0.7394585198325078
6007,0.6624907869113844
6612,0.3350759950870993
5718,0.5361693211816405
6104,0.2688894078171959
5229,0.16468026765945806
6625,0.6146696693787757
5206,0.6404517513504272
5963,0.6635088652087285
4990,0.6937256657118935
6641,0.5159771942813713
5369,0.16534183453991852
6196,0.6420669884064665
5236,0.3392863594517351
5719,0.24494670370154126
5643,0.3069051755549066
7050,0.6425328588932739
6355,0.3010155682601808
6688,0.33166017152123933
6239,0.6375705821855309
5531,0.7403447784848591
6113,0.6258275880001664
7181,0.8634424051760251
6118,0.35001359389319625
7264,0.8104935079907515
5343,0.5640144201987405
5051,0.20977110108834512
5779,0.38889332463414167
6605,0.31321326632073987
6655,0.6544099727967221
6534,0.4024600187463969
5681,0.2067088802767146
6607,0.6158932385436083
6242,0.4950764025511012
7242,0.43211843720861987
7277,0.12552235157504668
6675,0.5096340595779578
5398,0.6131217140117623
5956,0.35941851226856747
5731,0.819807208190358
6956,0.3687757263467408
6437,0.6372981391390635
5447,0.8304984319681322
5973,0.3080229106041573
6075,0.31978960551972774
5281,0.45442667925410857
5103,0.5119717292173839
6468,0.210113322371018
7209,0.8703127053807309
5584,0.5046882793302141
4988,0.6396844336984201
6502,0.29212862778723725
5651,0.2457205137990187
4962,0.2782603138211918
5862,0.26601589838135237
7199,0.5119496675965782
6727,0.6874723976643863
7279,0.2926642023100262
6544,0.3461331284451818
5933,0.46933193893048897
6574,0.7641486205654974
6399,0.1993621153649491
7187,0.15108354615617156
6353,0.20212058816507256
5043,0.398418277490712
5469,0.5669446839398903
5976,0.8186510439294864
6059,0.7339550223120794
5799,0.43089962828562717
6147,0.7091378597266341
6254,0.635775138499903
7100,0.6858094460739528
7147,0.23020915979074663
5909,0.4429823250822999
7037,0.27106092861984793
